cleaned_Addresses,lat,lng
1166 Dallas Road 115 Orrville AL 36767-2634,32.2973194576,-87.2469585783
3486 Dallas Road 3 Orrville AL 36767-2532,32.2973194576,-87.2469585783
802 S Valley St Collinsville AL 35961-0269,34.2561770052,-85.8665668846
Building 108 Craig Ind Park Selma AL 36701-8138,32.3608084545,-86.9885920419
7975 Us Highway 80 E Selma AL 36701-1001,32.326401296,-86.929457931
2500 Tipton St Selma AL 36701-7848,32.3714805888,-87.0155926035
85 Woodview Rd Henagar AL 35978-0069,34.6351043699,-85.7680182475
15755 Al Hwy 68 Crossville AL 35962-0038,34.2813320653,-86.0111679626
13011 Highway 227 Geraldine AL 35974-0157,34.3518278638,-86.0010838007
306 Main St W Mentone AL 35984-0166,34.5776074775,-85.5859540975
76 Chavies Rd Rainsville AL 35986-0469,34.4836491052,-85.8218602582
2765 Dallas County Road 81 Valley Grande AL 36701-9005,32.5234218273,-86.9818575146
1064 Crabapple Ln Ider AL 35981-0127,34.7108247618,-85.6762034399
153 Church St Fyffe AL 35971-0007,34.3913879425,-85.9751526903
2715 Danville Rd SW Decatur AL 35603-4265,34.5589414558,-87.0178840428
133 1st St NW Sylvania AL 35988-0390,34.5643602614,-85.8142282229
2320 Clara Ave SW Decatur AL 35601-6316,34.5685897442,-86.9975373213
5405 Co Road 28 Crossville AL 35962,34.2887455753,-85.9960529743
63 Justice Street Crossville AL 35962,34.2969342389,-85.9878898146
3371 County Road 81 Ft Payne AL 35967-6047,34.3539638687,-85.7391719039
1302 5th Ave SW Decatur AL 35601-3838,34.5867102965,-86.9949276911
211 Gordon Dr SE Decatur AL 35601-1037,34.6001039438,-86.9839180107
1625 Danville Rd SW Decatur AL 35601-5462,34.5787368803,-87.0051377662
235 1st Ave Valley Head AL 35989-0145,34.5646203418,-85.6148646321
1011 Prospect Dr SE Decatur AL 35601-3229,34.5962929444,-86.9759940967
1802 26th Ave SE Decatur AL 35601-6729,34.5775853335,-86.9459216606
708 Memorial Dr SW Decatur AL 35601-2917,34.5976825012,-86.9991584446
1218 16th Ave SE Decatur AL 35601-4325,34.588049495,-86.9673872943
801 Wilson ST. NW Decatur AL 35601-2527,34.620705419,-86.9971363774
726 Tammy St SW Decatur AL 35603-1328,34.5455576318,-86.9963694563
1400 19th Ave SW Decatur AL 35601-4651,34.5843008221,-87.0129154423
910 Somerville Rd SE Decatur AL 35601-3293,34.5941856673,-86.9726298373
1950 Park St SE Decatur AL 35601-5262,34.5773093531,-86.9622253917
1001 Webb Rd Dothan AL 36303-3791,31.2350059477,-85.3751751278
3205 Cedarhurst Dr SW Decatur AL 35603-3127,34.5499985353,-87.0125134184
1011a Prospect Dr SE Decatur AL 35601,34.596291492,-86.9759917001
300 E Pettus St Demopolis AL 36732,32.510115246,-87.8339391125
1922 Mcauliffe Dr SW Decatur AL 35603-1051,34.5766797135,-87.0361467914
701 Hwy 80 W Demopolis AL 36732,32.4984691227,-87.8463926166
1236 S Oates St Dothan AL 36301-3598,31.2085856511,-85.3933729319
715 E Jackson St Demopolis AL 36732,32.5122771326,-87.8262218969
303 Rollins Ave Dothan AL 36301-5135,31.1976243696,-85.3925276609
522 Girard Ave Dothan AL 36303-3199,31.2382880765,-85.4217839165
1475 Prevatt Rd Dothan AL 36301,31.1933539343,-85.3476000307
201 Daniel Cir Dothan AL 36301-2006,31.2202502969,-85.4284084099
600 Girard Ave Dothan AL 36303-3198,31.2412328346,-85.4216752856
900 Sixth Avenue Dothan AL 36301-2898,31.2119019659,-85.3752403359
1901 Stringer St Dothan AL 36303-3798,31.2337471774,-85.3717844508
1501 W Selma St Dothan AL 36301-3335,31.2099539723,-85.4142005542
1001 Montana St Dothan AL 36303-6098,31.2362693926,-85.4021128044
4130 Westgate Parkway Dothan AL 36303,31.271507674,-85.3958079435
3209 Reeves St Dothan AL 36303-2357,31.2661210749,-85.3808250925
1400 S Brannon Stand Rd Dothan AL 36305,31.2201174257,-85.4861664339
1124 Kelly Springs Rd Dothan AL 36303-6500,31.2773507816,-85.4632998498
371 Tiger Dr Elba AL 36323-4024,31.4296477541,-86.1030473011
1000 Micanopy St Wetumpka AL 36092-1117,32.5467049684,-86.2140989319
1025 S Beverlye Rd Dothan AL 36301-4899,31.1950328094,-85.3539902481
145 Tiger Dr Elba AL 36323-4019,31.4289343175,-86.1020768265
155 N College St Eclectic AL 36024-6271,32.63424238,-86.0300952644
510 Micanopy St Wetumpka AL 36092-1116,32.5466917591,-86.2128407498
1665 Honeysuckle Rd Dothan AL 36305-1911,31.2049566906,-85.4351456513
5260 Airport Road Millbrook AL 36054,32.5057413744,-86.3496311566
170 South Ann St Eclectic AL 36024,32.6352063462,-86.0232967405
1251 Coosa River Pkwy Wetumpka AL 36092-5700,32.5403036876,-86.2249751142
10425 Holtville Rd Deatsville AL 36022-3066,32.6364406954,-86.3257813949
4228 Chapman Rd Millbrook AL 36054-2517,32.4999433489,-86.3603081165
35 Harden St Eclectic AL 36024-6223,32.6299125841,-86.0293633358
4300 Main St Millbrook AL 36054-2823,32.4932840139,-86.366010634
655 Bulldog Ln Deatsville AL 36022,32.6268620262,-86.3268690844
495 Scholars Drive Wetumpka AL 36093,32.5022537621,-86.0961069469
287 Whatley Rd Deatsville AL 36022-3056,32.6362514825,-86.3265960314
301 N Ouida Enterprise AL 36330-3923,31.3113355916,-85.8378417578
1801 Boll Weevil Circle Enterprise AL 36330-1860,31.3309433653,-85.8751248511
1271 Dauphin Street Enterprise AL 36330-1299,31.3363351248,-85.8524855239
384 Blackmon Farm Lane Coosada AL 36020,32.5037340615,-86.3343154269
605 W College St Enterprise AL 36330-2899,31.310336729,-85.8606057967
207 Plaza Dr Enterprise AL 36330-3309,31.304661746,-85.8380993407
400 East Watts Avenue Enterprise AL 36330-1861,31.3220609369,-85.8542941675
201 Pineview Enterprise AL 36330-1240,31.3389459196,-85.8456846347
3975 Old Highway 31 Brewton AL 36426-8043,31.0587849861,-87.1705267813
209 Regency Dr Enterprise AL 36330-3528,31.3263383418,-85.8172805776
1565 Highway 21 Atmore AL 36502-1236,31.0467054381,-87.4932091684
501 Beck St Atmore AL 36502-3019,31.0151769698,-87.4863784811
21200 Highway 31 Flomaton AL 36441-5400,31.0067117998,-87.2695048554
1215 S Presley St Atmore AL 36502-3221,31.0076819776,-87.4879406107
216 Morgan Ln Enterprise AL 36330-1533,31.3341434554,-85.8121974215
801 Andrew Jackson Street East Brewton AL 36426-2503,31.0915321905,-87.055787225
637 Huxford Road Atmore AL 36502-0010,31.2242249235,-87.4515507429
10180 Duck Springs Rd Attalla AL 35954-8966,34.1440503113,-86.0006386291
701 Williamson St East Brewton AL 36426-2471,31.0858207661,-87.0650678022
207 N College St Glencoe AL 35905-1542,33.957897014,-85.9316141898
1634 Poplar St Flomaton AL 36441-5402,31.0047329244,-87.2688197069
703 Williamson ST. East Brewton AL 36426,31.0858163289,-87.0653729107
840 Gallant Rd Attalla AL 35954-5259,34.035606325,-86.1250304326
5375 Main Street Hokes Bluff AL 35903-4736,33.9969207371,-85.8695951429
8025 Us Highway 431 Boaz AL 35956-9803,34.1183890956,-86.117128695
2361 School Drive Southside AL 35907-7845,33.9211536326,-86.0334061167
803 Lonesome Bend Rd Glencoe AL 35905-1019,33.9672270063,-85.9346119657
3121 Appalachian Hwy Hokes Bluff AL 35903-4737,33.9946819333,-85.8722160695
6795 Highway 132 Altoona AL 35952,34.0306199494,-86.2621188054
4550 Us Highway 411 Gadsden AL 35901,34.0686195227,-85.9256180401
3156 Tabor Rd Gadsden AL 35904-6333,34.0809549116,-85.9877655265
454 Lumbley Rd Rainbow City AL 35906-9015,33.9461531811,-86.0633691333
301 Lumley Rd Rainbow City AL 35906-9014,33.9460844927,-86.0612041054
530 Lake Dr Eufaula AL 36027-9564,31.9170888458,-85.1299341607
1420 Church St Sardis City AL 35956-2201,34.1768352116,-86.1237821457
422 Sanford Ave Eufaula AL 36027-1450,31.8974365897,-85.1508154878
809 Lonesome Bend Rd Glencoe AL 35905-1019,33.9672973333,-85.9346131375
2551 Highway 77 Southside AL 35907-7909,33.916630693,-86.0222454339
4515 Elm St Walnut Grove AL 35990,34.0641101879,-86.3032577097
5080 Leeth Gap Rd Boaz AL 35956,34.1642136466,-86.0694414672
1865 Appalachia Rd Hokes Bluff AL 35903-4583,33.9872321069,-85.8837497318
101 St Francis Rd Eufaula AL 36027-9516,31.915163587,-85.1412310531
418 3rd Ave NE Fayette AL 35555-2460,33.689224381,-87.8270740001
18242 Highway 18 E Berry AL 35546-0499,33.6630597014,-87.5997465802
715 Valley Rd Fairfield AL 35064-2666,33.4909174514,-86.9063424658
1301 Highland Dr Fairfield AL 35064-1643,33.4603932884,-86.9277253475
509 2nd St NE Fayette AL 35555-2644,33.6869780148,-87.8268832655
301 61st St Fairfield AL 35064-1957,33.4776848052,-86.9151113018
2233 Mcburney Dr Florence AL 35630-1251,34.8320318933,-87.6820916274
202 Tiger Drive Fayette AL 35555-1720,33.6904327614,-87.8307271281
7360 County Road 49 Fayette AL 35555-9803,33.8257366113,-87.737473478
610 Valley Rd Fairfield AL 35064-2232,33.4901716301,-86.908076097
201 45th St NE Fort Payne AL 35967-4011,34.4845826932,-85.6728363458
400 Baldwin Street Florence AL 35630-2664,34.816917851,-87.6426934078
341 School Avenue Berry AL 35546-0479,33.6641584518,-87.6008344766
1201 Bradshaw Dr Florence AL 35630-1479,34.8334770966,-87.6641946367
1700 Williams Ave NE Fort Payne AL 35967-3310,34.456387805,-85.7057371795
648 N. Cherry Street Florence AL 35630-3161,34.8095075362,-87.6733666864
1601 Appleby Blvd Florence AL 35630-2067,34.8200435689,-87.6939815192
101 Stovall Dr Florence AL 35633-1435,34.8501658482,-87.6754637588
145 Highway 80 Russellville AL 35654-9128,34.525144364,-87.620959223
14220 Highway 187 Russellville AL 35653-7039,34.4736367478,-87.8659801161
4910 Martin Ave NE Fort Payne AL 35967-4019,34.4930289964,-85.6659563415
255 Highway 80 Russellville AL 35654,34.5251091439,-87.618981996
612 Tracy St Gadsden AL 35901-4127,34.0065020773,-86.0117488797
1109 Hoke St Gadsden AL 35903-1829,34.0027628914,-85.9651595371
1109 E Broad St Gadsden AL 35903-3041,33.9993756345,-85.9832661877
1815 Highway 89 Phil Campbell AL 35581-5428,34.3850814377,-87.5982381528
1231 Alcott Rd Gadsden AL 35901-5513,33.9737176501,-86.0239308722
148 Camp Street Phil Campbell AL 35581,34.3501125005,-87.7105331503
65 School St Phil Campbell AL 35581-0849,34.3500788119,-87.7068516316
8250 County Road 23 Vina AL 35593-4602,34.3743020701,-88.0592682199
3200 Walnut St Gadsden AL 35904-2325,34.011278624,-86.0573459536
919 Raley St Gadsden AL 35903-2027,34.0009934699,-85.9668302094
2210 W Meighan Blvd Gadsden AL 35904-1702,34.0236234729,-86.0371130583
600 Cleveland Ave Gadsden AL 35901-4154,34.0089090552,-86.0087053149
1501 Noccalula Rd Gadsden AL 35901-3305,34.0388208905,-86.0208407207
236 Goldenrod Ave Gadsden AL 35901-1810,34.0389519199,-85.9693219089
505 Panther Dr Geneva AL 36340-1407,31.0423420184,-85.8790852703
601 Black Creek Rd Gadsden AL 35904-1655,34.0261451243,-86.0344255855
800 8th St Red Bay AL 35582-1518,34.4364408564,-88.1373552748
823 North State Hwy 87 Samson AL 36477-2031,31.2059771189,-86.0571926686
301 Lily St Hartford AL 36344-1824,31.0965950993,-85.6992324245
1917 Black Creek Parkway Gadsden AL 35904,33.9953907304,-86.0331493369
501 Panther Dr Geneva AL 36340-1407,31.0421847198,-85.8789958929
209 N Broad St Samson AL 36477-1125,31.1167357196,-86.0488532805
Esto Hwy Slocomb AL 36375-0380,31.0978563958,-85.6026628536
800 W Meadow Ave Geneva AL 36340-1013,31.0490290507,-85.8852015577
17404 County Road 20 Boligee AL 35443-0188,32.7913685051,-88.0290332897
591 South County Road 9 Slocomb AL 36375-0380,31.0991860938,-85.6024192345
212 Eutaw Ave Eutaw AL 35462,32.8380238435,-87.8942462343
301 Lily St Hartford AL 36344-1824,31.0965950993,-85.6992324245
623 Mesopotamia Avenue Eutaw AL 35462-0658,None,None
209 N Broad St Samson AL 36477-2031,31.1167357196,-86.0488532805
901 Sunset Dr Guntersville AL 35976-1023,34.3597037719,-86.3118622162
3300 Highway 79 S Guntersville AL 35976-2706,34.3219858546,-86.3316186272
1800 Lusk Guntersville AL 35976-1268,34.3538399871,-86.3054499412
537 Alabama Ave Moundville AL 35474-4005,32.9997222244,-87.6327875607
14227 Highway 431 South Guntersville AL 35976-2599,34.3211973731,-86.3122355319
819 S 6th Ave Hartford AL 36344-1150,31.098515079,-85.7010246807
720 Greensboro Street Eutaw AL 35462-0659,32.8326048095,-87.8739955019
50 Wildcat Way Moundville AL 35474-0188,32.9992199872,-87.6207422615
620 Carver Street Greensboro AL 36744,32.7071319507,-87.5890150764
3125 County Road 10 Newbern AL 36765-9801,32.5653787566,-87.5805716529
2001 20th St Haleyville AL 35565-1959,34.2262478517,-87.6082814288
108 S Hemby Street Slocomb AL 36375-0370,31.1064207772,-85.5977429766
2014 20th Avenue Haleyville AL 35565,34.2271306019,-87.6083459507
600 Crestline Dr SW Hartselle AL 35640-2611,34.4392699338,-86.9484784008
2000 20th St Haleyville AL 35565-1951,34.2263015942,-87.6082755895
141 College St Akron AL 35541,32.8744080429,-87.7344923208
620 Carver Street Greensboro AL 36744,32.7071319507,-87.5890150764
1801 South Street Greensboro AL 36744,32.7028084959,-87.6019473418
904 Sparkman Street Hartselle AL 35640-3228,34.4360102834,-86.9333070888
2333 Barkley Bridge Rd Hartselle AL 35640-5119,34.4195467851,-86.947283083
411 Graball Cutoff Abbeville AL 36310-0519,31.5848209357,-85.2780589373
1 Martin Luther King Dr Headland AL 36345-0324,31.3568440984,-85.3381736536
1100 Bethel Road NE Hartselle AL 35640,34.4578896827,-86.9234874669
130 Petain Street SW Hartselle AL 35640,34.4326806605,-86.9297723484
1000 Bethel Road NE Hartselle AL 35640-3198,34.4543736545,-86.9235810422
3001 Independence Drive Homewood AL 35209-4109,33.477689809,-86.7871876223
213 Hall Ave Homewood AL 35209-6530,33.4578232868,-86.8252015047
395 Mecca Avenue Homewood AL 35209-3414,33.4773539096,-86.8125911553
901 College Ave Homewood AL 35209-5207,33.4716033917,-86.8101404784
8 Sporman St Headland AL 36345-2199,31.3489623743,-85.3411849822
100 Elm St Abbeville AL 36310-2413,31.5667639952,-85.2487246781
305 Mitchell St Headland AL 36345-2146,31.3500199051,-85.3384895827
663 Houston St Cottonwood AL 36320-4213,31.0562023311,-85.3029235416
1901 S Lakeshore Dr Homewood AL 35209-6730,33.4649702117,-86.7855199249
1172 S State Highway 123 Newton AL 36352-8438,31.2251688493,-85.6324397501
178 Depot St Webb AL 36376-0100,31.26012306,-85.2709820489
200 W Church St Columbia AL 36319-0168,31.2929877599,-85.1136781737
607 Church St Ashford AL 36312-4525,31.1831583518,-85.2307478779
5631 County Road 203 Rehobeth AL 36301,31.1253385551,-85.4488611957
7900 Whittier Rd Huntsville AL 35802-2929,34.6553247672,-86.5736639856
373 Malvern Road Dothan AL 36301-8931,31.1231636689,-85.4586913073
3401 Holmes Ave Huntsville AL 35816-4107,34.7278427345,-86.6175313862
261 Old 431 Hwy Owens Cross Rds AL 35763-9261,34.6604358419,-86.4756321422
3221 Mastin Lake Rd Huntsville AL 35810-2823,34.7711992428,-86.6089241008
100 Barfield St Ashford AL 36312-5566,31.1809073685,-85.2279132706
5631 County Road 203 Rehobeth AL 36301,31.1253385551,-85.4488611957
3112 Meridian St Huntsville AL 35811-1539,34.76553697,-86.5725079665
2900 Green Cove Rd SW Huntsville AL 35803-3524,34.5954123642,-86.5641058776
817 Adams St SE Huntsville AL 35801-3709,34.7235894115,-86.5756362591
4908 Garth Rd Huntsville AL 35802-1134,34.6963648746,-86.5535727057
6201 Pueblo Dr Huntsville AL 35810-1435,34.7979987223,-86.6101326772
1321 Woodmont Avenue Huntsville AL 35801-2626,34.7230729237,-86.5670717455
2800 Poplar St NW Huntsville AL 35816-3230,34.7374173037,-86.6120265532
3501 Kenwood Dr Huntsville AL 35810-2317,34.7731164355,-86.5892730039
2500 Meridian ST. Huntsville AL 35811-1854,34.7549121976,-86.5798638722
2304 Billie Watkins SW Huntsville AL 35801-5201,34.7161006948,-86.5824592581
7901 Bailey Cove Rd Huntsville AL 35802-3303,34.6614792848,-86.5394172985
2500 Barney Ave Huntsville AL 35810-3904,34.7573304395,-86.6337004303
4010 Binderton Pl Huntsville AL 35805-5414,34.689861197,-86.6148844413
2006 Reuben Dr Huntsville AL 35811-2223,34.7501512919,-86.5595750392
3505 Cerro Vista SW Huntsville AL 35805-4950,34.7013519958,-86.6238993327
1107 Monte Sano Blvd Huntsville AL 35801-6140,34.7359371922,-86.5316431477
2600 Garvin Rd NW Huntsville AL 35810-4458,34.7556333514,-86.6078179571
4503 University Ave NW Huntsville AL 35816-3401,34.7349836366,-86.6359483236
1307 Canstatt Dr Huntsville AL 35803-1111,34.6443517666,-86.5473417619
2109 Hilltop Terr Huntsville AL 35810-1899,34.7884303251,-86.6047491861
5308 Mastin Lake Rd NW Huntsville AL 35810-2956,34.7715034789,-86.6409831627
300 Explorer Boulevard Huntsville AL 35806,34.723239015,-86.6954491761
4801 Bob Wallace Ave SW Huntsville AL 35805-3308,34.7128194032,-86.6357337237
4217 9th Ave W Huntsville AL 35805-3407,34.7160413108,-86.6262985521
10 Chalkstone Street Huntsville AL 35805,34.7608990708,-86.6954153598
155 A Barren Fork Huntsville AL 35824,34.6267715971,-86.726561341
821 Mt Gap Rd Huntsville AL 35803-1731,34.6243952277,-86.547267415
155 Barren Fork BLVD. Huntsville AL 35824-2901,34.6267701645,-86.7265538578
13555 Chaney Thompson Rd Huntsville AL 35803-3940,34.6108402789,-86.5495114123
261 Old 431 Highway Hampton Cove AL 35763,34.6604358419,-86.4756321422
1014 Jacobs Ave Bridgeport AL 35740-6555,34.9419347247,-85.7185371106
620 Jacobs Avenue Bridgeport AL 35740-6662,34.9462924014,-85.7118622506
6645 Al Highway 73 Bryant AL 35958-0369,34.9393123978,-85.6273075692
1210 Taylor Road Big Cove AL 35763,34.6282029572,-86.4855552698
162 County Road 355 Pisgah AL 35765-7228,34.7023775017,-85.76391131
180 Main St Dutton AL 35744-0038,34.6078492767,-85.9168504506
2500 Meridian Street NW Huntsville AL 35811,34.7549121976,-86.5798638722
6369 County Road 33 Hollywood AL 35752-0150,34.7232837805,-85.9700666977
29333 Al Highway 71 Higdon AL 35979-0129,34.8487561708,-85.621606604
107 Sanders Rd Huntsville AL 35802-2062,34.674933041,-86.5703610536
788 County Road 326 Flat Rock AL 35966-5204,34.7696918747,-85.6946911558
930 Old Mt Carmel Rd Stevenson AL 35772-3738,34.8733630788,-85.8188204382
13555 Chaney Thompson Rd Huntsville AL 35803-3940,34.6108402789,-86.5495114123
